Tweets;Hatespeech
Mit der zusage , bei Eintritt in der Bundeswehr liegt der EU Pass bereit;0
Der/die/das große E ruft seine Mops wegen Untauglichkeit zurück.   Nur wurde bis jetzt noch keiner zurückgeben.    #WilayaWilanar, alias #EkelWilfred, A…loch #Wiltewka, Papa #Wilberg von der Capitol und O. #Wilke    #DerWahrePräsident, auch von #Deutschland    https://t.co/nqw1BuwXaX;1
"OkOkOkOk! |LBR| KrampKarrenbauer wurde ge...WUMMMS!! &lt;- (Sack Reis der in China, und so, ihr wisst schon<U+0001F644>) |LBR| KÖNNEN WIR JETZT ENDLICH WIEDER DARÜBER REDEN WIE WIR DIE FASCHOS MORGEN AUS #STUTTGART RAUSPRÜGELN KÖNNEN???? |LBR| JA? |LBR| DANKE!";1
Jetzt wo alles kaputt ist agiert ihr ???? Zu spät es wird keine Regeneration geben;0
"Das einzige Wort was dieses jämmerlich Wesen Kind ist ""Nazi"". Dein Leben muss schon sehr traurig sein. Nutzloser Schmarotzer";1
Hi,i am expert for remove background service. I'm professional for remove background task and ready to give you the best service for you.I know you're looking for someone to professional for change your products background.please give me order.thank youhttps://t.co/2PhD38A4zi;0
Heute Abend gibt es ab 20 Uhr bei uns die BUNKER NOISE THREE. Das wird düster und laut.;0
Um so schlimmer, wenn man trotz der höheren Bildungsabschlüsse zu blöd ist sein Wissen in der Praxis anzuwenden und auszurechen was uns die Asylbetrüger kosten, und dass diese selbst die Kosten nie erwirtschaften werden.    https://t.co/gGlJlyZ9RQ;1
Diese Querdenker sind rücksichtslose Egoisten und Unruhestifter. Diese Gruppe  muss unter Kontrolle gebracht werden. Mit allen Mitteln, die dem Rechtsstaat zur Verfügung stehen.;1
Und, was ist jetzt mit den Beispielen?;0
Diese Überbetonung politischer Botschaften hat im Sport nichts verloren. Und ja, für viele führt das dann auch zu einem Problem sich mit der Nationalmannschaft zu identifizieren...;0
Die Palästinensische Bevölkerung wird zu Kanonenfutter. Soviel zum Thema Hamas, Fatah, Hisbollah und wie sie alle heißen.;0
Gibt es eigentlich irgendwo schon Meldungen, dass sich die #Pegidioten selber dafür feiern, dass #Merkel 2021 aufhört? |LBR| Die glauben doch wahrscheinlich es wäre ihr Verdienst...^^ |LBR| <U+0001F644>;1
Da hilft nur , noch mehr unkultivierte Muslime ins Land zu lassen 🙈🙈🙈;1
Antifaschismus bildet die Grundlage unserer Demokratie, und als Politikwissenschaftler kann ich das ganz gut einschätzen mit Blick auf unsere Verfassung. Scheinbar sind Sie aber nicht in der Lage, Ihre Behauptungen argumentativ zu untermauern.;1
Nun. Ich bin in Rheinland-Pfalz geboren, aufgewachsen in Norddeutschland und lebe seit 26 Jahren in Nordrhein-Westfalen. Meine Heimat ist Norddeutschland.;0
erzähl du lieber mal warum dich ausländer so sehr belasten;0
Seit der Verfassungsschutz und die Justiz mit Merkel-Dienern bestückt sind, läuft doch alles in ihrem Sinne GLATT!;1
oh je, zurück in die Steinzeit https://t.co/AjuJLbikUy;0
Im Gegensatz zu Lauterbach hat Herr Hallervorden Verstand und Hirn!;1
Du gehörst nicht zur Elite, denn du tust was dir befohlen wird, während sie die eigenen Regeln nicht befolgen. Das unterscheidet dich von denen. Schau dir die Bilder genau an, waren es 6, 50 oder 100 Leute auf dem Bild? Sitzen Kinder in Klassen und tragen Maske? Alice Weidel;0
ja, leider, und zwar auf jeder Ebene, das fängt beim kleinsten Stadtrat schon an.;1
Unsere niederen Wesen, wie Bettina die keine Ahnung haben, wie die DDR wirklich war. Bildung absolut misslungen und erzählt nur Bullshit. Was ne Schande, typische Querdenker, dumm wie Bohne. Die Opfer von damals, würden Sie am Liebsten ins Grab ziehen.;1
Und Ihr habt Angst vor der AfD? Die sind es nicht! Ganz im Gegenteil. Warum lasst ihr euch so beeinflussen?;0
Hauptsache stolz auf die Leistungen der deutschen Wehrmacht sein - die hat ja nie Unredliches getan, bis auf ein paar „kleinere Exekutionen“ an Zivilisten, Beachtung des sogenannten und dem gegen das Völkerrecht verstossenden Überfall auf Polen am 1.9.39. 🙄;0
Wahlergebnisse wie bei jedem normalen Verein, wenn der sich einen neuen Vorstand wählt. |LBR| Die 90 % Wahlergebnisse für eine Partei gab es in der DDR auch bei Volkskammerwahlen. Das ist bei uns in der Demokratie anders.;0
"Steht die Frage zur Diskussion: ""Warum schaut (und hoert) sich ein Buerger diesen"" Polit talk"" ueberhaupt an?Will, Maischberger und Illner sind systemtreu  hoch dotierte Quotenfrauen. Auf Weisung berichten sie auch, es gäbe die berühmte Eierlegende Wollmilchsau! https://t.co/uu9YiLuPIt";1
Herr Junge , wie können sie nur so öffentlichen die Wahrheit sagen? Widerlich 😂😂😂;0
"Und als Antwort auf deine Frage: Widerwärtig ist es, anderen Menschen vorzuwerfen ""ihr eigenes Leid bestmöglich auszuschlachten"" nachdem sie nach einem Angriff schwerst verletzt andere Menschen über die Medien informieren.";1
Ich verfolge die Esoterikszene ja schon seit ein paar Jahren mit großer satirischer Begeisterung.. manchmal fehlen selbst mir die Worte.    “Seminar zur therapeutischen Defäkation im Hochenergiewald”    https://t.co/CDjLE6GU50 https://t.co/Z8ov93ANlM;0
DAS ist der Ritterschlag! <U+0001F92A>;0
Jaaa, natürlich!? |LBR| Das Zeichen das Dummheit grenzenlos ist... und #DummeSindImmerMehr!;1
Ich befürchte das es egal wer gewinnt, zu Krawallen kommen wird. Entweder BLM, oder den Revolverhelden aus Texas....irgendwem wird der Ausgang der Wahl nicht gefallen.;1
Schmidt ist die richtige Wahl.    Eurosport : Paukenschlag in Augsburg! FCA feuert Baum und Lehmann, Nachfolger steht fest https://t.co/C93xZDhq4X;0
⚠ #SCHÄMT euch ! ⚠ eure #HASS - und #HETZ - Kommentare sind eine #SCHANDE ! ⚠;0
"Eine sagenhaft gute Nachricht. Vor dem Hintergrund einer katastrophalen Wahl und dem offenkundigen Niedergang der 🇩🇪 Sozialdemokratie schließt die #SPD ein Bündnis mit Stalinisten &amp; linksextremen Ökopopulisten. Das heißt die SPD steuert weiter konsequent i. d Abgrund! #AfDwirkt";0
Mein Hass auf die CDU wird von Tag zu Tag größer. Das nimmt schon AfD-Hass-Vibes an. Wie kann man so ein Haufen von korrupten, egoistischen, narzisstischen und absolut inkompetenten Leuten sein?;1
War klar das das die grüne sagt;1
Du kannst froh sein dass die deutsche Erinnerungskultur nur für die 6 Mio. Edel-Opfer etwas übrig hat, eigentlich gehören euch auch die restlichen 50 Mio. angekreidet und zwar bis ins Grab!;1
"Auch spannend. |LBR| Letztens hat ja die #Klimasekte zugegeben, dass die angeblich angestiegenen Wassertemperaturen gar nicht gemessen wurden, sondern anhand einer Computer-Simulation ""errechnet"" wurden. |LBR| Dieser ""#Klimawandel"" beruht also nur auf ausgedachten Zahlen einer #Simulation";1
Ich will kein Spielverderber sein aber ich befürchte die NEU-Brandenburgerin Frau #Baerbock wird nach der nächsten #BTW bei den Grünen so enden wie Frau Nahles bei der SPD. Warten wir einfach mal die LTW in Sachsen-Anhalt ab. Die könnte ernüchternd sein. #Staatsfunk #Reitschuster;0
Quatsch! Ab 40 geht das Leben doch erst richtig los!! <U+0001F600>;0
Sollte man alle restlos ausweisen aus Deutschland und heim schicken!;1
Bei immer höheren Preisen vom Strom, wie wäre es da mit Selbstversorgung? Also ich habe gestern ein Video gesehen, einer Firma im Allgäu, die sich einfach Mal so ihren Strombedarf zu 66% selbst deckt. Jede Dachfläche ist eine potentielle Fläche für Solarenergie. Leider verkackte es die Politik Mal wieder, da die Lobbyisten nicht sehen wollen, wie Menschen ihren eigenen Strom produzieren und nutzen. Es gibt heute schon Mittel und Wege.;1
Und wenn man diese Tierquälerei+Straftat(Diebstahl) nicht toleriert ist man ein Nazi.So einfach macht man es sich hier und vor allem diese Linksgrünen.Es geht mir einfach nicht in den Kopf warum solche XXXX nicht SOFORT abgeschoben werden.Falsche Toleranz !;1
Essen und dann beginne ich den Ausflug ins Fantasy Genre mit Sarah J Maas;0
Man fragt sich, wer Wohnungen baut wenn eine Enteignung droht;0
Ist noch schlimmer wie Adolfo;1
Clankrieg in der bunten Stadt Malmö in #Schweden  letzte Nacht 2 Detonationen innerhalb 1 Stunde  im bunten Viertel Rosengård wurde Haustür, Fenster durch Druckwelle zerstört  Innenstadt eine Explosion vor Nachtclub  auch mehrere Schießereien in letzten Tagen  https://t.co/oaAFgHduMB;0
Der hat als Journalist mehr Ahnung wie die Politiker;1
Was ist Ihnen wichtiger? Ein Planet, auf dem Ihre Enkel noch vernünftig leben können oder eine gesunde Wirtschaft? Mal abgesehen davon, dass sich beides durchaus miteinander vereinbaren ließe, wenn die Wirtschaft denn wollte. Konzepte dafür gibt es mehr als genug. Und Geld ist dafür auch ausreichend vorhanden. Wovor haben Sie bloß Angst?;1
aktueller grind so 80% pöbelei, 10% politik und 10% zum teil abgewandelte electropunk lyrics;0
"Das eine Bild mit den Nackedei-Weibern ist aber kurios. ""Das sind Menschen, die glauben...verrückt bist, weil du afd wählst""Soweit ich weiß, war das aus einem  Feministinnen Protest aus Frankreich. Und denen isses Schnuppe, was hier gewählt wird, oder?";0
Das Project.Shelter sucht solidarische Menschen, die obdachlose Geflüchtete aufnehmen. Meldet euch unter: refugeesupportffm@lists.riseup.net;0
 Schafft sich selbst ab, bevor Er angefangen hat. Passt perfekt zum Sauhaufen  Einfach nur noch Vetternwirtschaft und das Volk dumm sterben lassen. Und sich dann wundern, warum die AFD Stimmen bekommt…. #facepalm;0
so ein Blödsinn. Wo sind Beweise, dass die geschlossenen Grenzen zu mehr Todesfälle im Meer führen.;0
Ich finde es nicht besser, wenn Regenwald für Soja-Monokulturen abgeholzt wird, um den vegetarischen Bedarf zu stillen.;0
"400 "" Einzelfälle jeden Tag in 🇩🇪 ! Die unzähligen OPFER sind Gisela Zohren völlig EGAL ! ⛔ AKTUELL heute in Augsburg : 🔻🔻🔻🔻🔻🔻🔻🔻🔻 https://m.augsburger-allgemeine.de/augsburg/Mann-schlaegt-am-Hauptbahnhof-wahllos-auf-Passanten-ein-id53498341.html";0
Die einzige Fratze, die ich gesehen habe, war die üble Fratze von #Brinkhaus dem Verfassungsfeind und seiner Kumpels von der korrupten #CDUCSU und der SED-Tante aus der Hochrisikogruppe. Nie würde ich AFD wählen, aber die sind im BT nicht die größte Gefahr.;1
Sie war freundlich, mäßigend, absolut sympathisch. Sogar gegenüber.;0
wer was von ihm mitkriegen will soll bitte folgen, vielen dank.;0
Danke für einen Lagerwahlkampf gemeinsam mit den Nazis von der AfD. Dann hören endlich die Missverständnisse über euren korrupten Haufen auf, die die letzten Jahre immer wieder zu den ungerechtfertigten Ergebnissen geführt haben.????;1
Wie konntest du dann mit dem Einzug ins Finale rechnen?;0
Da trifft das Wort ASYL, dafür ist es da! Inzwischen ist es so ausgehöhlt, weil es für alles steht: Millionen von starken, reichen, gewaltbereiten jungen Burschen aus armen Staaten, alle schutzbedürftig! — Aber Christen werden bei uns ja kaum als schutzbedürftig angesehen.;1
‼️YOUNES hatte eine Anfrage, doch es hat nicht geklappt. Die Zeit rennt ihm davon 😔    https://t.co/eTBoRMsHV3;0
Ich wohne auf dem Land. Ich brauche mein Auto. Was passiert mit dem Elektroschrott?;1
Die meisten Querdenker haben bisher Grüne und Linke gewählt, wie mehrere Umfragen ergeben haben. Ob die alle mit HonkforHope fahren, ich wage es zu bezweifeln und die, die ich kenne (sind einige) sind alle gegen Masern geimpft. Aber was soll's. Ihre Meinung, meine Meinung.;0
Ich habe ein #Klimaproblem: es ist einfach viel zu kalt für Frühling.;0
Covid Karls Paniktour 😂😂😂😂;1
Wenn sie von der Mehrheit der Gesellschaft gewählt wird, lässt das nichts Gutes auf die Gesellschaft schließen...;1
#Muenchen Der am Karfreitag vor einer Tankstelle abgestochene 17 Jährige erlag seinen Stichverletzungen. Die beiden Tatverdächtigen Afghanischen Flüchtlinge konnten in #Paris festgenommen werden. https://t.co/66j3QLqFhi;0
Was ist „vielleicht“ und wo haben Sie dieses „auf Dauer“ her, Herr Informatik-Professor? Ach übrigens, es heißt entweder „politically correct“ oder „political correctness“.;0
Ich höre den öfter auf der BPK und der löst bei mir Fremdscham aus. Wir sollten uns aber lieber sachlich mit Inhalten auseinandersetzen und uns nicht an Personen abarbeiten. Außerdem steht es jedem frei sämtliche Medien zu konsumieren. Danach zählt das beste Argument.;0
wer zeit hat kommt bitte auch morgen um 17:00 zur oberwallstr. 6 in berlin und zeigt den pissern von rent 24, dass sie und ihre coworkingspaces nichts in unseren räumen verloren haben.;1
Ich verstehe die Aufregung um #Brunei nicht: Der Sultan versichert doch, dass die #Scharia strikt eingehalten wird.  Außerdem urteilen nur Männer von „hohem moralischem Rang und Frömmigkeit“ über die Steinigung von Schwulen.  https://t.co/xIFoNSojiN;1
ich kenne aktuell kein derartiges Urteil des Verfassungsgerichts dass Ihre Aussagen stürzt. Von daher wieder nur viel heiße Luft!;1
Tolles Bild vom #Maestro ....  der momentan im #Viertelfinale #Quarterfinal von #RolandGarros kämpft  #FrenchOpen #RG19   https://t.co/c9eH6dwk3c;0
Mir wird jeden Tag übel wenn ich aufstehe und aus dem Hause rausgehe sehe nur noch dunkel, schwarz , bunt;1
Wetten dass diese Flitpiepe sich davon schneller distanziert als er atmen kann wenn er glaubt mit der #AfD an die Macht gelangen zu können? Eine Zusammenarbeit mit #Merz konnte sich das Weichei auch nicht vorstellen - heute sitzt er in seinem Beraterteam.https://t.co/4phiG2WibV;0
Da ist wie gegen Windmühlen kämpfen;1
Will ist ne alte frustrierte Lesbe, zugeknallt mit Botox. Respekt dass Sie sich diese „Talk-Folter“ antun können. Mit wird schlecht wenn sie mit dem ersten Satz anfängt, weswegen ich den Müll einfach nicht mehr schaue. Weniger Quote = Absetzung der Sendung + Will;1
Bestellt: Sarah J Maas - Das Reich der 7. Höfe. |LBR| Wenn's mir nicht gefällt, kenne ich wenigstens zig Leute, die das Buch gerne haben möchten :-).;0
Wer AfD wählt hat gruseliges zu erwarten ... Sie sind nämlich nicht für die kleinen Leute.... die Kleinen Leute dürfen sie wählen damit sie (AfD) gross wird... Dann haben die Wähler ihre Schuldigkeit getan ... https://t.co/WTUMSEBIR7;0
Das wahre Gesicht des Sebastian #Kurz: Jetzt, wo er als Kanzler gestürzt wird, biedert er sich bei den Hardcore-EUzis an und hält für den 'richtigen Kommissionspräsidenten'.  https://t.co/IQbQFHFvq8 #EUWahl https://t.co/u5IEwKERwu;0
Unsinn ist das, was Sie hier schreiben. Der ct-Wert wird weder bei der Anordnung eine Quarantäne noch bei den Zählungen der Coronafälle (-und Toten) berücksichtigt. Und “gefährlich” ist ein ct-Wert in etwa genau so, wie ein PCR-Test zur Diagnostik geeignet ist.;0
"Aber nicht so wie der kleine SPD Junge es ""andenkt"" mit Enteignung. Erst werden die Wohnungen an Private verkauft, dann wundert man sich das die Mieten steigen, dann will man enteignen. So kann nur ein Soze denken. Zur Enteignung gehört auch eine Entschädigung (steht so in den Gesetzen). Erst verkauft man, dann kauft (enteignet) man zu einem erhöhten Preis zurück... und das Geld fehlt dann für Neubauten ohne das sich an den wenigen Wohnungen was geändert hat. Die rendite beträgt bei den Privaten ca. 10 %, genau um diesen Betrag würde die Miete dann sinken. Ob das der Weisheit der letzte Schluß ist möchte ich bezweifeln weil es eben, mangels Geld, keinen neuen Wohnraum geben wird.";0
Wissen sie was Kurzstreckenflüge eigentlich sind? Frankfurt-Dresden z.b.!Wissen Sie nicht das die Grünen diese gar nicht verbieten möchte? Und wissen Sie was sich gerade in der Arktis abspielt?#Klimakrise https://t.co/E3YquzY6uE;0
"""So etwas"" über einen Menschen zu schreiben und das er ""beseitigt"" gehört. Pfui Deibel du abstoßender Mensch.";0
Naja es wird an Großbritannien ja nur passiv ein Exempel statuiert in dem wir keine Nachsicht zeigen. Die EU ist ein lange aufgebautes Gemeinschaftsprojekt und wer meint mal eben aufs Spielfeld zu kacken kann das gerne tun aber wird dann die Konsequenzen ausbaden müssen. Mit Exempel statuieren meine ich nicht GB aktiv zu bestrafen zur Abschreckung anderer EU Zweifler sondern die EU Zweifler dabei zusehen lassen wie ein Land sich mit dem Austritt selbst ruiniert. Es steht jedem Land frei die Europäischen Werte abzulehnen und auszutreten auch wenn dadurch JEDEM ein Schaden entsteht ABER wer diese egoistische und rückschrittliche Entscheidung treffen will würde wenn wir keine Nachsicht mit GB zeigen einmal live zusehen können was diese Entscheidung bedeutet.;0
Hinter Soros‘ „global values“ steckt die Zerschlagung gewachsener Nationen in Gesellschaften ohne Identität, weil diese unpolitisch werden und sich dann besonders leicht manipulieren lassen. Gelungen ist dies bereits in unseren dank Multikulti kommunalpolitisch toten Großstädten.;1
Soros bezahlt alles hat er ja selbst zugegeben;0
