,Text
6596,was sollen der genau ändern -- dann geben er halt sein bundesverdienstkreuz zurück -- legitimiert der sein aussage -- nein --  der maßnahme haben mensch schützen und es sein auch wichtig und richtig bei der kind ansetzen -- schule sein nachweislich infektionstreibend --
6597,sagt der ron aus der sonderschule ..   schon irgendwie lustig :d
6598,gerade der örr muss -- genauso wie der verwaltung -- gendern -- sie unterliegen der öffentlich recht -- damit der grundgesetz -- ich empfehlen der vds daher ein wenig staatskunde -- art . 1 bis 3 gg dürfen reichen --
6599,der studie untersuchen der unterschied von sehr hart maßnahme wie komplett ausgangssperr in vergleich zu weniger stark maßnahme -- verschwurbelverdrehung der einschlägig querdenker -- nichts weiter -- und was er da mit sein undurchsichtig -- korrekturfaktor -- machen .. naja
6600,werden der nicht von der white supremacy verwenden --
6601,3 grund warum wir israel unterstützen sollen  via
6602,man muss kein virrologe sein um zu wissen -- der verändert bedingung -- impfung -- immer ein anpassung -- mutation -- der organismus zu folge haben -- wie schnell der gehen -- kommen ganz auf der erreger drauf an --  ich vermuten der hier genau der erzeugen werden was verhindern werden sollen --
6603,ja nee -- klar  baerbock wollen der bundeswehr stärken 
6604,arroganz -- selbstüberschätzung und krank ehrgeiz fallen mir zu der thema baerbock ein -- 
6605,was sagen sie zu der erster cdu-ankündigunger -- nach der impfzentre bald schließen werden sollen -- 
6606,der sein rassismus und apartheid -- sowas können man nicht gut heißen -- wir müssen sich für ein gemeinsam schutzraum einsetzen -- jüdisches leben muss überall schutz genießen -- als ob der ganz welt antisemitisch sein und jude stets verfolgen werden -- dieser sein zionistisch propaganda
6607,ja genau der sein der was ihr euch zusammenreimt -- schau nicht so viel trt türk -- wenn es um türkei gehen heisstves der sein terroristen -- wenn es um israel gehen heisst es freepalastine -- entscheiden euch mal
6608,und nur zu erklärung -- da du sicher auch zu blöd sein -- um zu verstehen wie sehr du dich gerade blamieren haben ):  du werdest nicht gesiezt -- -- sie -- beziehen sich offenkundig auf dein tweet bzw. auf -- der nazi -- der du der fortpflanzungsrecht absprichst --
6609,ihr wort in gott ohr -- der punkt sein -- spahn legen der eindruck nahe -- der fehlend 15 million sein ein frage der überzeugung -- faktisch sein sie einer der akut impfstoffmangel -- und sie wie ich erinnern sich an der versprechen -- wer ab juni alle möglich sein sollen --
6610,immer wenn man bei verallgemeinern erwischen werden -- kommen irgendwo ein ronny her und bringen beweisstück a mit --
6611,noch # 6wochen liegen bis zu lockerung vor uns -- # laschetvssöder nervt -- altmaier stehen inzwischen leider nur noch für der lahmarschigkeit der politik -- für bremse und murk -- # lindner für kapieren nix -- heuchelei und verlogenheit in zeit von # covid # nocovid # tagesthemen   # annewill 
6612,ich lassn der mal einfach so stehen --  -- wie der bayrisch innenminister gerade sagen -- retten nur der greenpeace aufschrift auf der schirm der pilot vor ein abschuss durch der sicherheitskraft -- --  sorry -- der nummer haette richtig boese enden koennen --
6613,stellvertretend für aller schwule -- ja -- wir haben gerade ein meeting -- wir sein uns einig -- wir nehmen unser recht wahr und halten dich für abartig und ekelhaft und lassen dich in ruhe --  bitte lassn du uns auch in ruhe -- --
6614,alice haben endlich ein umfeld finden -- bei der sie was zählen und möchten wegen ein paar widersprüchlichkeit nicht gleich wieder alle gefährden sehen -- wo es grad so prima laufen -- bei der progressiv und tolerant afdler -- --
6615,ich haben der schon in april 2020 gehören --  da heißen -- es der ami kommen besetzen alle -- internet wir abschalten und und und .... --  alle alt kamelle -- sowie der weltuntergang der schon x-tausend mal zu tag x-y prophezeien werden --  und nichts sein -- nichts als spinner der # querdenker --
6616,darum haben ich -- nach reichlich beobachtung und analyse der entscheidung zu afd treffen -- lieber lassen ich sich wegen ein paar spinner von anderer spinner als nazi bezeichnen -- als mich verschaukeln zu lassen --
6617,kardinal reinhard marx haben rassismus und antisemitismus als -- ausdruck tief gottlosigkeit -- scharf verurteilen -- -- niemals werden wir christ uns von unser jüdisch brüdern und schwester trennen lassen -- nie mehr --   # antisemitismus # bayern   
6618,frage sie doch am gut der gericht -- welcher der stattgeben haben -- --
6619,ich freuen sich so zu sehen -- wie hier der likes für karl lauterbach antwort in sekundentakt in der höhe schnell -- über 1000 in ein minute -- frau weidel gehässigkeit gehen gewaltig nach hinten los für sie -- der gute sein stark -- -- --
6620,ich schüren gar nichts -- lass doch fußball einfach fußball sein -- der können ja nicht so schwierig sein --
6621,wer mit der nazi gemeinsam laufen und mit der querdenker zu tisch sitzen -- können sich nicht mehr sauber waschen --  wenn der pandemie rum sein -- können sie weiter zuhause auf der sofa sitzen bleiben -- weil sie # kassengift sein und auch bleiben werden --  der leben sein hart --
6622,und selbst der braun hobbynazi dürfen ihr brechdurchfall von sich geben -- verrückt --
6623,wussen gar nicht -- dass der # cdu # machtpolitisch so dämlich sein können -- ihr # problem??ok -- dann werden halt # laschet # oppositionsführer -- auch gut --   egal der korrupti-verein bekommen so oder so sein fett weg -- # cdurausausderregierung # linke # bundestagswahl # korruption # mietendeckel
6624,-- wenn ich mir ihr wort und ihr negativ schreibweise so durchlesen -- dann kommen mir der alt spruch wieder in der sinn -- -- nicht der leise ahnung -- aber der laute meinung -- --
6625,hören sie sich der antrittsrede an -- wirklich gut -- niemand sprechen gerne mit selbstherrlich egoman wie erdogan etc. aber wenn man energie -- anliegen+ein gut team haben -- der haben # baerbock -- gehen der -- zudem -- merkel werden anfangs auch wenig zutrauen -- ‚ mädchen -- und so --
6626,werden man vernünftig über der nach ak-studi wirkungsvoll impfschema überhaupt -- astra zeneca + mrna -- aufklären und dieser in jeder altersgruppe zulassen -- sein nicht nur der problem mit az zu lösen sondern man werden auch immunschutz der damit geimpfte deutlich verbessern --
6627,was schlagen der spd denn vor -- damit der anders werden --
6628,scheinbar nicht -- -- aber alle dieser -- held -- erwarten in fall ein eigen # neunfektion mit der virus schnell und fachkompetent in ein krankenhaus behandeln zu werden -- gleichwohl zeigen dieser realitätsresistent # querdenker wie wenig rücksicht sie auf anderer mitbürger nehmen --
6629,der baerbock sein doch ein hirnlos witzfigur -- der können modell stehen als neu oder grün lachsack bei mc doof
6630,nein -- der -- der interessieren sich nicht für religionsideologisiert kampfkram --
6631,da haben sie recht --  nur der hamas --   sein doch nicht der palästinenser -- --  dieser terrorist -- der hammas -- sein genauso -- wie unser nsu -- oder anderer nazi-gruppierung der sich hier in deutschland -- breitmachen können -- auf's tief zu verachten --  alle wegen falsch solidarität
6632,niemand verstehen hier dein argument -- ich möchten der aber wirklich verstehen --  macht nazi abschieben der situation für jude hier auch schlimm --
6633,schau dir dein header bild in profilbild an und wiederholen der frage -- sein ihr durchgeknallt -- --
6634,mitglied der rechter jung union sein da nicht wirklich gut -- über dieser sprungbrett zu rechtsextremismus können ich nicht mal mehr lachen
6635,seit der wir in sandkast spielen haben & amp -- du es nicht mit bekommen haben --
6636,fangen -- wie sonst -- bin ja nicht behindern und wer sagen bitte -- -- derwischilatz -- -- und -- -- antätschel -- -- hören sich an als ob da irgendein pedo sein werk treiben
6637,wer sein damit meinen -- -- der dürfen wir nicht zulassen -- --  laut ihr account nehmen sie jeder gelegenheit sein der grüne zu kritisieren und redner bzw beitrag der afd zu feiern --  sein sie sicher -- dass sie befähigen sein -- nazi -- zu erkennen und für ein -- miteinander -- einstehen --
6638,so ein dumm gelaber --  ihr fallt auf der qulitätsmedien rein --  hört ihn doch mal an -- wenn er auf der bundespressekonferenz sein frage stellen --  da kommen der aber ganz schön in schwitzen -- sehr korrekt und höflich mensch -- aber ihr stehen ja wohl eher auf panikmacher --
6639,deutschland mussen vorbild sein und zeigen -- wie gut es funktionieren -- wenn wir wenig ambitioniert sein -- denken sich anderer -- deutschland machen langsam -- also können wir noch langsam sein --
6640,ach linksfuß -- gehn schlafen und reden nicht so ein stuss -- gell --
6641,-3 es gehen nur um einer -- dich zu vera -- & amp -- -- dir zu zuggerier der sein ja alle so schrecklich 
6642,ne fahne haben wir nach der abi auch -- der haben wir aber selbst organisieren --
6643,ja und -- ein impfung schützen nicht vor übertragung und auch nicht vor erkrankung -- der werden der leute bloß so erzählen -- ich sein grippegeimpft und haben seitdem trotzdem noch erkältung und sein somit ansteckend -- sprich man rennen in der gegend rum und verteilen der virus und merken
6644,ich vermuten -- der analyse sein zu einfach -- als jung frau in ein führungsposition stellen ich oft fest -- mann empfinden uns als provokation -- sie fürchten bedeutungsverlust -- wir schreddern ihr weltbild -- wir beeinflussen ihr tochter und stärken ihr frau -- ein theorie
6645,was fuer ein armselig kommentar -- fremdschaem --
6646,uh also respekt wenn du der durchziehen
6647,noch beispiel --  1. lautverschiebung  2. soziolinguistik  3. kognitiv linguistik  viel spaß bei lernen -- vielleicht klappen es dann mit der versetzung --
6648,welcher partei haben deutschland immer in verderben stoßen -- 
6649,-- staatszersetzende und faschistoid sekte -- -- -- -- da merken man schon deutlich welch geist kind sie sein -- hauptsache man können stumpfsinnig der nazi stempel auf alle machen und winken jeder anderer meinung als naiv und dumm ab -- anstatt anständig zu diskutieren --
6650,kennst du auch anderer satz -- -- --
6651,finden der sehr   geil wollen gerne mal neu nazi votze ballern
6652,seit wann sein kritik an israel politik antisemitismus --  wie sein es wenn israel ein von der vieler uno resulution erfüllen --  oder sein uno resolution jetzt auch antisemitisch --
6653,wir wollen nur fußball genießen -- u. nicht's weiter -- jegliches politisch instrumentalisier anderer thema von einzeln politisch gruppe wie der kunterbunte -- -- -- -- -- -- -- armbinde_neuer -- haben nicht's in sportlich wettkampf fußball zu suchen --  mehrheit haben der nase voll sport_ist_sport
6654,auch vortäuschung sein ein ausschlussgrund # baerbock
6655,kauf mal ein stück davon vieleicht helfen -- -- -- -- -- 
6656,der bild machen endlich mal der fresse auf -- der haben lange genug der menschenverachtend scheiß mittragen --
6657,wie # kretschmer bei # putin über # ukraine & amp -- # nawalny sprechen --  -- herr präsident -- halten sie dieser spinner bitte wegen # nordstream2 an leben und bitte lassen sie mich twittern -- daß ich mit ihnen auch über ukraine sprechen haben -- --  # laschet haben es genauso peinlich hingekriegt --
6658,und -- sein höcke der führer der afd -- also der muster afdler -- richtig -- nein --  außerdem haben der mit mir nichts zu tun -- -- -- -- --
6659,viel glück dabei -- ich sein eigentlich sehr tolerant -- aber bei bds hören für mich der spaß auf -- der sein antisemitismus -- plain -- simple --  # istandwithisrael
6660,da können der presse nur froh sein --   dass sie so antifa freundlich berichten -- der bisherig angriff werden der pressevertreter sonst wie ein kindergeburtstag vorkommen --
6661,da lachen der hühner -- ich zitieren -- -- -- jude u. zionist erwarten -- daß sich der welt entschuldigen -- -- das sein der problem -- aber viell -- lösen genau sie seit jahrtausend immer wieder dieser problem aus -- --
6662,nicht zu vergessen -- der demo heute sein ein stark zeichen gegen jeder antisemitismus -- aber auch gegen jeder versuch der kooptierung durch reaktionär und rechter kraft -- rede von   der autonom antifa u.a. ziehen klar rot linie -- # w1505
6663,dutzend tote in gaza -- darunter zehn kind --  70 + jahr illegal besatzung --  apartheidstaat laut un -- human rights watch etc.  2 million mensch einsperren in groß gefängnis der welt -- 
6664,sollen der jetzt ein argument sein für polizeigesetze jenseits von rechtsstaatlichkeit --
6665,du siehst ja nicht mal der brett vor dein eigen kopf --
6666,religionskritik sein kein rassismus -- der sie intellektuell überfordern sein sprechen gegen der stärke ihr glaubens&amp;ihre allah -- der sie sich wegen ein bisschen kritik einscheißen entlarven sie als wenigwisser -- ihr aussehen&amp;herkunft kennen   ich garnicht -- ich nehmen ihr kapitulation an --
6667,liebe --  ihr wisst doch selbst am beste --   der corona für der führend -- querdenker -- mittlerweile zu ein goldgrube werden sein -- es sein doch verständlich -- daß man sich der nicht vermasseln lassen wollen --  macht weiter so --
